Time,Message,PnL
12 Aug 12:01,Trailing Stop raised to 19.77% (High PnL: 0.23%),
12 Aug 12:03,Trailing Stop raised to 19.57% (High PnL: 0.43%),
12 Aug 12:05,Trailing Stop raised to 19.28% (High PnL: 0.72%),
12 Aug 12:06,Trailing Stop raised to 19.02% (High PnL: 0.98%),
12 Aug 12:07,Trailing Stop raised to 18.93% (High PnL: 1.07%),
12 Aug 12:18,Regime shifted to SIDEWAYS,
12 Aug 12:18,Closed DIRECTIONAL (buy CE) due to Smart Exit (Regime Shift),623.9999999999977
12 Aug 14:31,Regime shifted to DIRECTIONAL,
12 Aug 14:31,Entered DIRECTIONAL (buy CE) - Capital Used: ₹100074.00,
12 Aug 14:32,Trailing Stop raised to 16.41% (High PnL: 3.59%),
12 Aug 14:33,Trailing Stop raised to 15.40% (High PnL: 4.60%),
12 Aug 14:42,Trailing Stop raised to 14.31% (High PnL: 5.69%),
12 Aug 14:46,Trailing Stop raised to 14.19% (High PnL: 5.81%),
12 Aug 14:52,Trailing Stop raised to 12.36% (High PnL: 7.64%),
12 Aug 14:53,Trailing Stop raised to 11.11% (High PnL: 8.89%),
12 Aug 14:54,Trailing Stop raised to 2.52% (High PnL: 17.48%),
12 Aug 15:15,Closed DIRECTIONAL (buy CE) due to EOD Exit,12206.999999999982
13 Aug 09:15,Regime shifted to VOLATILE,
13 Aug 09:20,Regime shifted to DIRECTIONAL,
13 Aug 09:24,Regime shifted to SIDEWAYS,
13 Aug 10:32,Regime shifted to DIRECTIONAL,
13 Aug 10:32,Entered DIRECTIONAL (buy PE) - Capital Used: ₹109629.00,
13 Aug 10:33,Trailing Stop raised to 18.33% (High PnL: 1.67%),
13 Aug 10:36,Regime shifted to SIDEWAYS,
13 Aug 10:36,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),-351.0000000000133
13 Aug 11:07,Regime shifted to DIRECTIONAL,
13 Aug 11:07,Entered DIRECTIONAL (buy PE) - Capital Used: ₹108225.00,
13 Aug 11:08,Trailing Stop raised to 19.82% (High PnL: 0.18%),
13 Aug 11:11,Trailing Stop raised to 19.68% (High PnL: 0.32%),
13 Aug 11:13,Trailing Stop raised to 18.45% (High PnL: 1.55%),
13 Aug 11:22,Regime shifted to SIDEWAYS,
13 Aug 11:22,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),-4640.999999999991
13 Aug 11:31,Regime shifted to DIRECTIONAL,
13 Aug 11:31,Entered DIRECTIONAL (buy PE) - Capital Used: ₹104568.75,
13 Aug 11:32,Trailing Stop raised to 19.11% (High PnL: 0.89%),
13 Aug 12:03,Closed DIRECTIONAL (buy PE) due to Trailing Stop Hit,-21056.750000000004
13 Aug 12:04,Entered DIRECTIONAL (buy PE) - Capital Used: ₹80525.25,
13 Aug 12:05,Trailing Stop raised to 20.00% (High PnL: 0.00%),
13 Aug 12:08,Trailing Stop raised to 19.31% (High PnL: 0.69%),
13 Aug 12:09,Trailing Stop raised to 18.33% (High PnL: 1.67%),
13 Aug 12:10,Trailing Stop raised to 17.97% (High PnL: 2.03%),
13 Aug 12:11,Trailing Stop raised to 16.51% (High PnL: 3.49%),
13 Aug 12:12,Trailing Stop raised to 15.97% (High PnL: 4.03%),
13 Aug 12:17,Trailing Stop raised to 15.39% (High PnL: 4.61%),
13 Aug 12:29,Regime shifted to SIDEWAYS,
13 Aug 12:29,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),2837.249999999997
13 Aug 12:52,Regime shifted to DIRECTIONAL,
13 Aug 12:52,Entered DIRECTIONAL (buy PE) - Capital Used: ₹84305.00,
13 Aug 12:53,Trailing Stop raised to 19.38% (High PnL: 0.62%),
13 Aug 12:56,Trailing Stop raised to 18.34% (High PnL: 1.66%),
13 Aug 12:57,Trailing Stop raised to 17.84% (High PnL: 2.16%),
13 Aug 13:21,Regime shifted to SIDEWAYS,
13 Aug 13:21,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),-877.4999999999964
13 Aug 13:57,Regime shifted to DIRECTIONAL,
13 Aug 13:57,Entered DIRECTIONAL (buy PE) - Capital Used: ₹87132.50,
13 Aug 13:58,Trailing Stop raised to 19.66% (High PnL: 0.34%),
13 Aug 14:00,Regime shifted to SIDEWAYS,
13 Aug 14:00,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),1462.5
13 Aug 14:17,Regime shifted to DIRECTIONAL,
13 Aug 14:17,Entered DIRECTIONAL (buy PE) - Capital Used: ₹90340.25,
13 Aug 14:18,Trailing Stop raised to 18.69% (High PnL: 1.31%),
13 Aug 14:20,Regime shifted to SIDEWAYS,
13 Aug 14:20,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),-3181.749999999992
13 Aug 14:49,Regime shifted to DIRECTIONAL,
13 Aug 14:49,Entered DIRECTIONAL (buy PE) - Capital Used: ₹81900.00,
13 Aug 14:50,Trailing Stop raised to 20.00% (High PnL: 0.00%),
13 Aug 14:51,Trailing Stop raised to 19.68% (High PnL: 0.32%),
13 Aug 14:53,Trailing Stop raised to 18.93% (High PnL: 1.07%),
13 Aug 14:56,Trailing Stop raised to 17.62% (High PnL: 2.38%),
13 Aug 15:13,Regime shifted to SIDEWAYS,
13 Aug 15:13,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),-747.5000000000036
14 Aug 09:15,Regime shifted to VOLATILE,
14 Aug 09:20,Entered VOLATILE (buy Straddle) - Capital Used: ₹69205.50,
14 Aug 09:21,Regime shifted to SIDEWAYS,
14 Aug 09:21,Closed VOLATILE (buy Straddle) due to Smart Exit (Regime Shift),-117.00000000000443
14 Aug 10:32,Regime shifted to DIRECTIONAL,
14 Aug 10:32,Entered DIRECTIONAL (buy CE) - Capital Used: ₹81685.50,
14 Aug 10:33,Trailing Stop raised to 20.00% (High PnL: 0.00%),
14 Aug 10:34,Trailing Stop raised to 19.86% (High PnL: 0.14%),
14 Aug 10:35,Trailing Stop raised to 18.97% (High PnL: 1.03%),
14 Aug 10:39,Trailing Stop raised to 17.66% (High PnL: 2.34%),
14 Aug 10:41,Trailing Stop raised to 17.59% (High PnL: 2.41%),
14 Aug 10:43,Trailing Stop raised to 17.57% (High PnL: 2.43%),
14 Aug 10:45,Trailing Stop raised to 17.35% (High PnL: 2.65%),
14 Aug 10:46,Regime shifted to SIDEWAYS,
14 Aug 10:46,Closed DIRECTIONAL (buy CE) due to Smart Exit (Regime Shift),2515.500000000007
14 Aug 12:14,Regime shifted to DIRECTIONAL,
14 Aug 12:14,Entered DIRECTIONAL (buy CE) - Capital Used: ₹86609.25,
14 Aug 12:15,Trailing Stop raised to 19.87% (High PnL: 0.13%),
14 Aug 12:17,Trailing Stop raised to 19.82% (High PnL: 0.18%),
14 Aug 12:18,Trailing Stop raised to 19.03% (High PnL: 0.97%),
14 Aug 12:19,Trailing Stop raised to 17.66% (High PnL: 2.34%),
14 Aug 12:24,Trailing Stop raised to 17.50% (High PnL: 2.50%),
14 Aug 12:41,Regime shifted to SIDEWAYS,
14 Aug 12:41,Closed DIRECTIONAL (buy CE) due to Smart Exit (Regime Shift),-1319.5000000000025
14 Aug 12:54,Regime shifted to DIRECTIONAL,
14 Aug 12:54,Entered DIRECTIONAL (buy CE) - Capital Used: ₹88497.50,
14 Aug 12:55,Trailing Stop raised to 19.77% (High PnL: 0.23%),
14 Aug 12:56,Trailing Stop raised to 19.56% (High PnL: 0.44%),
14 Aug 13:01,Regime shifted to SIDEWAYS,
14 Aug 13:01,Closed DIRECTIONAL (buy CE) due to Smart Exit (Regime Shift),-614.2499999999974
14 Aug 13:44,Regime shifted to DIRECTIONAL,
14 Aug 13:44,Entered DIRECTIONAL (buy CE) - Capital Used: ₹78663.00,
14 Aug 13:45,Trailing Stop raised to 6.54% (High PnL: 13.46%),
14 Aug 13:50,Trailing Stop raised to 6.49% (High PnL: 13.51%),
14 Aug 14:01,Trailing Stop raised to 5.00% (High PnL: 15.00%),
14 Aug 14:02,Trailing Stop raised to 4.18% (High PnL: 15.82%),
14 Aug 14:18,Regime shifted to SIDEWAYS,
14 Aug 14:18,Closed DIRECTIONAL (buy CE) due to Smart Exit (Regime Shift),5908.500000000002
14 Aug 14:22,Regime shifted to DIRECTIONAL,
14 Aug 14:22,Entered DIRECTIONAL (buy CE) - Capital Used: ₹84415.50,
14 Aug 14:23,Trailing Stop raised to 19.56% (High PnL: 0.44%),
14 Aug 14:24,Trailing Stop raised to 18.78% (High PnL: 1.22%),
14 Aug 14:51,Trailing Stop raised to 17.44% (High PnL: 2.56%),
14 Aug 14:52,Trailing Stop raised to 16.23% (High PnL: 3.77%),
14 Aug 14:54,Trailing Stop raised to 15.36% (High PnL: 4.64%),
14 Aug 15:02,Regime shifted to SIDEWAYS,
14 Aug 15:02,Closed DIRECTIONAL (buy CE) due to Smart Exit (Regime Shift),2496.0000000000023
14 Aug 15:11,Regime shifted to DIRECTIONAL,
17 Aug 09:15,Regime shifted to VOLATILE,
17 Aug 09:20,Entered VOLATILE (buy Straddle) - Capital Used: ₹78949.00,
17 Aug 09:22,Regime shifted to DIRECTIONAL,
17 Aug 09:22,Closed VOLATILE (buy Straddle) due to Smart Exit (Regime Shift),-455.0
17 Aug 09:31,Entered DIRECTIONAL (buy PE) - Capital Used: ₹92807.00,
17 Aug 09:32,Trailing Stop raised to 18.00% (High PnL: 2.00%),
17 Aug 09:33,Trailing Stop raised to 17.27% (High PnL: 2.73%),
17 Aug 09:49,Regime shifted to SIDEWAYS,
17 Aug 09:49,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),-2967.250000000004
17 Aug 10:14,Regime shifted to DIRECTIONAL,
17 Aug 10:14,Entered DIRECTIONAL (buy PE) - Capital Used: ₹86970.00,
17 Aug 10:15,Trailing Stop raised to 18.58% (High PnL: 1.42%),
17 Aug 10:17,Trailing Stop raised to 14.66% (High PnL: 5.34%),
17 Aug 10:18,Trailing Stop raised to 11.03% (High PnL: 8.97%),
17 Aug 10:24,Trailing Stop raised to 8.68% (High PnL: 11.32%),
17 Aug 10:42,Trailing Stop raised to 5.95% (High PnL: 14.05%),
17 Aug 10:45,Trailing Stop raised to 1.17% (High PnL: 18.83%),
17 Aug 11:09,Regime shifted to SIDEWAYS,
17 Aug 11:09,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),12382.499999999989
17 Aug 11:52,Regime shifted to DIRECTIONAL,
17 Aug 11:52,Entered DIRECTIONAL (buy PE) - Capital Used: ₹102466.00,
17 Aug 11:53,Trailing Stop raised to 17.56% (High PnL: 2.44%),
17 Aug 11:54,Trailing Stop raised to 17.42% (High PnL: 2.58%),
17 Aug 12:07,Trailing Stop raised to 17.25% (High PnL: 2.75%),
17 Aug 12:08,Trailing Stop raised to 16.67% (High PnL: 3.33%),
17 Aug 12:09,Trailing Stop raised to 16.54% (High PnL: 3.46%),
17 Aug 12:10,Regime shifted to SIDEWAYS,
17 Aug 12:10,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),3185.0
17 Aug 12:20,Regime shifted to DIRECTIONAL,
17 Aug 12:20,Entered DIRECTIONAL (buy PE) - Capital Used: ₹106934.75,
17 Aug 12:21,Trailing Stop raised to 19.76% (High PnL: 0.24%),
17 Aug 12:59,Closed DIRECTIONAL (buy PE) due to Trailing Stop Hit,-21336.25
17 Aug 13:00,Entered DIRECTIONAL (buy PE) - Capital Used: ₹85049.25,
17 Aug 13:01,Trailing Stop raised to 19.96% (High PnL: 0.04%),
17 Aug 13:41,Regime shifted to SIDEWAYS,
17 Aug 13:41,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),-4969.250000000002
17 Aug 13:42,Regime shifted to DIRECTIONAL,
17 Aug 13:42,Entered DIRECTIONAL (buy PE) - Capital Used: ₹80044.25,
17 Aug 13:43,Trailing Stop raised to 18.66% (High PnL: 1.34%),
17 Aug 13:46,Trailing Stop raised to 18.57% (High PnL: 1.43%),
17 Aug 13:47,Trailing Stop raised to 18.17% (High PnL: 1.83%),
17 Aug 13:48,Trailing Stop raised to 16.56% (High PnL: 3.44%),
17 Aug 13:50,Regime shifted to SIDEWAYS,
17 Aug 13:50,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),3038.75
17 Aug 15:29,Regime shifted to DIRECTIONAL,
18 Aug 09:15,Regime shifted to VOLATILE,
18 Aug 09:20,Regime shifted to DIRECTIONAL,
18 Aug 09:31,Entered DIRECTIONAL (buy PE) - Capital Used: ₹82758.00,
18 Aug 09:32,Trailing Stop raised to 19.34% (High PnL: 0.66%),
18 Aug 09:44,Trailing Stop raised to 19.01% (High PnL: 0.99%),
18 Aug 09:45,Trailing Stop raised to 17.31% (High PnL: 2.69%),
18 Aug 09:46,Trailing Stop raised to 15.57% (High PnL: 4.43%),
18 Aug 10:07,Regime shifted to SIDEWAYS,
18 Aug 10:07,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),3237.0000000000045
18 Aug 10:17,Regime shifted to DIRECTIONAL,
18 Aug 10:17,Entered DIRECTIONAL (buy PE) - Capital Used: ₹83655.00,
18 Aug 10:18,Trailing Stop raised to 20.00% (High PnL: 0.00%),
18 Aug 10:25,Regime shifted to SIDEWAYS,
18 Aug 10:25,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),-2288.000000000002
18 Aug 10:46,Regime shifted to DIRECTIONAL,
18 Aug 10:46,Entered DIRECTIONAL (buy PE) - Capital Used: ₹83333.25,
18 Aug 10:47,Trailing Stop raised to 18.24% (High PnL: 1.76%),
18 Aug 10:51,Trailing Stop raised to 17.85% (High PnL: 2.15%),
18 Aug 10:52,Trailing Stop raised to 16.70% (High PnL: 3.30%),
18 Aug 10:53,Trailing Stop raised to 15.75% (High PnL: 4.25%),
18 Aug 10:55,Trailing Stop raised to 13.31% (High PnL: 6.69%),
18 Aug 11:09,Regime shifted to SIDEWAYS,
18 Aug 11:09,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),-1108.249999999998
18 Aug 11:31,Regime shifted to DIRECTIONAL,
18 Aug 11:31,Entered DIRECTIONAL (buy PE) - Capital Used: ₹83850.00,
18 Aug 11:32,Regime shifted to SIDEWAYS,
18 Aug 11:32,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),-1657.4999999999982
18 Aug 11:53,Regime shifted to DIRECTIONAL,
18 Aug 11:53,Entered DIRECTIONAL (buy PE) - Capital Used: ₹83404.75,
18 Aug 11:54,Trailing Stop raised to 17.77% (High PnL: 2.23%),
18 Aug 11:55,Regime shifted to SIDEWAYS,
18 Aug 11:55,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),3038.75
18 Aug 12:07,Regime shifted to DIRECTIONAL,
18 Aug 12:07,Entered DIRECTIONAL (buy PE) - Capital Used: ₹86268.00,
18 Aug 12:08,Trailing Stop raised to 18.24% (High PnL: 1.76%),
18 Aug 12:12,Trailing Stop raised to 17.29% (High PnL: 2.71%),
18 Aug 12:13,Trailing Stop raised to 16.79% (High PnL: 3.21%),
18 Aug 12:15,Regime shifted to SIDEWAYS,
18 Aug 12:15,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),3120.0
18 Aug 12:47,Regime shifted to DIRECTIONAL,
18 Aug 12:47,Entered DIRECTIONAL (buy PE) - Capital Used: ₹84691.75,
18 Aug 12:48,Trailing Stop raised to 20.00% (High PnL: 0.00%),
18 Aug 12:50,Regime shifted to SIDEWAYS,
18 Aug 12:50,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),-2681.25
18 Aug 13:05,Regime shifted to DIRECTIONAL,
18 Aug 13:05,Entered DIRECTIONAL (buy PE) - Capital Used: ₹79592.50,
18 Aug 13:06,Trailing Stop raised to 20.00% (High PnL: 0.00%),
18 Aug 13:08,Regime shifted to SIDEWAYS,
18 Aug 13:08,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),-3737.5
18 Aug 14:57,Regime shifted to DIRECTIONAL,
18 Aug 14:57,Entered DIRECTIONAL (buy PE) - Capital Used: ₹78149.50,
18 Aug 14:58,Trailing Stop raised to 19.31% (High PnL: 0.69%),
18 Aug 15:04,Trailing Stop raised to 19.13% (High PnL: 0.87%),
18 Aug 15:11,Regime shifted to SIDEWAYS,
18 Aug 15:11,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),-1215.500000000002
18 Aug 15:14,Regime shifted to DIRECTIONAL,
19 Aug 09:15,Regime shifted to VOLATILE,
19 Aug 09:20,Entered VOLATILE (buy Straddle) - Capital Used: ₹66976.00,
19 Aug 09:21,Regime shifted to DIRECTIONAL,
19 Aug 09:21,Closed VOLATILE (buy Straddle) due to Smart Exit (Regime Shift),325.0
19 Aug 09:31,Entered DIRECTIONAL (buy PE) - Capital Used: ₹81224.00,
19 Aug 09:32,Trailing Stop raised to 20.00% (High PnL: 0.00%),
19 Aug 09:33,Trailing Stop raised to 17.54% (High PnL: 2.46%),
19 Aug 09:35,Trailing Stop raised to 17.18% (High PnL: 2.82%),
19 Aug 09:36,Trailing Stop raised to 16.65% (High PnL: 3.35%),
19 Aug 09:37,Trailing Stop raised to 15.47% (High PnL: 4.53%),
19 Aug 10:01,Regime shifted to SIDEWAYS,
19 Aug 10:01,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),-5326.749999999992
19 Aug 10:24,Regime shifted to DIRECTIONAL,
19 Aug 10:24,Entered DIRECTIONAL (buy PE) - Capital Used: ₹78078.00,
19 Aug 10:25,Trailing Stop raised to 20.00% (High PnL: 0.00%),
19 Aug 10:29,Trailing Stop raised to 18.76% (High PnL: 1.24%),
19 Aug 10:30,Trailing Stop raised to 18.54% (High PnL: 1.46%),
19 Aug 10:31,Trailing Stop raised to 18.27% (High PnL: 1.73%),
19 Aug 10:34,Trailing Stop raised to 16.05% (High PnL: 3.95%),
19 Aug 10:37,Trailing Stop raised to 13.83% (High PnL: 6.17%),
19 Aug 10:41,Trailing Stop raised to 10.80% (High PnL: 9.20%),
19 Aug 11:07,Trailing Stop raised to 5.39% (High PnL: 14.61%),
19 Aug 11:24,Regime shifted to SIDEWAYS,
19 Aug 11:24,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),3717.9999999999927
19 Aug 11:52,Regime shifted to DIRECTIONAL,
19 Aug 11:52,Entered DIRECTIONAL (buy PE) - Capital Used: ₹77577.50,
19 Aug 11:53,Trailing Stop raised to 19.71% (High PnL: 0.29%),
19 Aug 11:55,Trailing Stop raised to 19.41% (High PnL: 0.59%),
19 Aug 11:56,Trailing Stop raised to 18.48% (High PnL: 1.52%),
19 Aug 12:00,Trailing Stop raised to 17.77% (High PnL: 2.23%),
19 Aug 12:01,Trailing Stop raised to 15.60% (High PnL: 4.40%),
19 Aug 12:02,Trailing Stop raised to 14.72% (High PnL: 5.28%),
19 Aug 12:03,Trailing Stop raised to 11.73% (High PnL: 8.27%),
19 Aug 12:04,Trailing Stop raised to 9.21% (High PnL: 10.79%),
19 Aug 12:09,Trailing Stop raised to 6.69% (High PnL: 13.31%),
19 Aug 12:11,Trailing Stop raised to 5.69% (High PnL: 14.31%),
19 Aug 12:12,Trailing Stop raised to 5.57% (High PnL: 14.43%),
19 Aug 12:13,Trailing Stop raised to 3.52% (High PnL: 16.48%),
19 Aug 12:17,Regime shifted to SIDEWAYS,
19 Aug 12:17,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),8872.5
19 Aug 13:30,Regime shifted to DIRECTIONAL,
19 Aug 13:30,Entered DIRECTIONAL (buy PE) - Capital Used: ₹86814.00,
19 Aug 13:31,Trailing Stop raised to 18.58% (High PnL: 1.42%),
19 Aug 13:33,Trailing Stop raised to 16.54% (High PnL: 3.46%),
19 Aug 13:37,Regime shifted to SIDEWAYS,
19 Aug 13:37,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),455.0
19 Aug 14:23,Regime shifted to DIRECTIONAL,
19 Aug 14:23,Entered DIRECTIONAL (buy PE) - Capital Used: ₹89726.00,
19 Aug 14:24,Trailing Stop raised to 18.33% (High PnL: 1.67%),
19 Aug 14:26,Trailing Stop raised to 17.62% (High PnL: 2.38%),
19 Aug 14:35,Closed DIRECTIONAL (buy PE) due to Trailing Stop Hit,-23341.499999999993
19 Aug 14:36,Entered DIRECTIONAL (buy PE) - Capital Used: ₹66586.00,
19 Aug 14:37,Trailing Stop raised to 12.07% (High PnL: 7.93%),
19 Aug 14:38,Trailing Stop raised to 5.47% (High PnL: 14.53%),
19 Aug 14:39,Trailing Stop raised to 4.45% (High PnL: 15.55%),
19 Aug 14:41,Regime shifted to SIDEWAYS,
19 Aug 14:41,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),12168.000000000005
20 Aug 09:15,Regime shifted to VOLATILE,
20 Aug 09:20,Entered VOLATILE (buy Straddle) - Capital Used: ₹66998.75,
20 Aug 09:22,Regime shifted to DIRECTIONAL,
20 Aug 09:22,Closed VOLATILE (buy Straddle) due to Smart Exit (Regime Shift),747.4999999999991
20 Aug 09:34,Entered DIRECTIONAL (buy CE) - Capital Used: ₹77103.00,
20 Aug 09:35,Trailing Stop raised to 17.61% (High PnL: 2.39%),
20 Aug 09:36,Trailing Stop raised to 17.31% (High PnL: 2.69%),
20 Aug 09:37,Trailing Stop raised to 17.27% (High PnL: 2.73%),
20 Aug 09:40,Trailing Stop raised to 16.13% (High PnL: 3.87%),
20 Aug 09:43,Trailing Stop raised to 16.05% (High PnL: 3.95%),
20 Aug 09:44,Trailing Stop raised to 15.07% (High PnL: 4.93%),
20 Aug 09:45,Trailing Stop raised to 14.99% (High PnL: 5.01%),
20 Aug 09:55,Trailing Stop raised to 14.76% (High PnL: 5.24%),
20 Aug 09:56,Trailing Stop raised to 13.47% (High PnL: 6.53%),
20 Aug 10:11,Trailing Stop raised to 12.60% (High PnL: 7.40%),
20 Aug 10:14,Trailing Stop raised to 11.24% (High PnL: 8.76%),
20 Aug 10:15,Trailing Stop raised to 10.67% (High PnL: 9.33%),
20 Aug 10:27,Regime shifted to SIDEWAYS,
20 Aug 10:27,Closed DIRECTIONAL (buy CE) due to Smart Exit (Regime Shift),2778.75
20 Aug 11:22,Regime shifted to DIRECTIONAL,
20 Aug 11:22,Entered DIRECTIONAL (buy CE) - Capital Used: ₹82550.00,
20 Aug 11:23,Trailing Stop raised to 19.02% (High PnL: 0.98%),
20 Aug 11:24,Trailing Stop raised to 18.43% (High PnL: 1.57%),
20 Aug 11:25,Trailing Stop raised to 18.31% (High PnL: 1.69%),
20 Aug 11:27,Trailing Stop raised to 16.73% (High PnL: 3.27%),
20 Aug 11:29,Trailing Stop raised to 16.50% (High PnL: 3.50%),
20 Aug 11:30,Trailing Stop raised to 13.66% (High PnL: 6.34%),
20 Aug 11:31,Trailing Stop raised to 11.14% (High PnL: 8.86%),
20 Aug 11:32,Trailing Stop raised to 7.80% (High PnL: 12.20%),
20 Aug 11:46,Trailing Stop raised to 6.22% (High PnL: 13.78%),
20 Aug 11:56,Trailing Stop raised to 5.04% (High PnL: 14.96%),
20 Aug 12:06,Regime shifted to SIDEWAYS,
20 Aug 12:06,Closed DIRECTIONAL (buy CE) due to Smart Exit (Regime Shift),10270.000000000007
20 Aug 12:48,Regime shifted to DIRECTIONAL,
20 Aug 12:48,Entered DIRECTIONAL (buy CE) - Capital Used: ₹84240.00,
20 Aug 12:49,Trailing Stop raised to 20.00% (High PnL: 0.00%),
20 Aug 12:50,Trailing Stop raised to 15.59% (High PnL: 4.41%),
20 Aug 12:51,Trailing Stop raised to 11.81% (High PnL: 8.19%),
20 Aug 13:07,Regime shifted to SIDEWAYS,
20 Aug 13:07,Closed DIRECTIONAL (buy CE) due to Smart Exit (Regime Shift),-555.7499999999934
20 Aug 14:04,Regime shifted to DIRECTIONAL,
20 Aug 14:04,Entered DIRECTIONAL (buy CE) - Capital Used: ₹84370.00,
20 Aug 14:05,Trailing Stop raised to 20.00% (High PnL: 0.00%),
20 Aug 14:07,Trailing Stop raised to 18.31% (High PnL: 1.69%),
20 Aug 14:08,Regime shifted to SIDEWAYS,
20 Aug 14:08,Closed DIRECTIONAL (buy CE) due to Smart Exit (Regime Shift),1202.4999999999964
20 Aug 15:10,Regime shifted to DIRECTIONAL,
20 Aug 15:10,Entered DIRECTIONAL (buy CE) - Capital Used: ₹89183.25,
20 Aug 15:11,Trailing Stop raised to 20.00% (High PnL: 0.00%),
20 Aug 15:12,Trailing Stop raised to 19.44% (High PnL: 0.56%),
20 Aug 15:13,Trailing Stop raised to 18.33% (High PnL: 1.67%),
20 Aug 15:15,Trailing Stop raised to 17.47% (High PnL: 2.53%),
20 Aug 15:15,Closed DIRECTIONAL (buy CE) due to EOD Exit,2252.250000000013
20 Aug 15:21,Regime shifted to SIDEWAYS,
20 Aug 15:29,Regime shifted to DIRECTIONAL,
21 Aug 09:15,Regime shifted to VOLATILE,
21 Aug 09:20,Entered VOLATILE (buy Straddle) - Capital Used: ₹86177.00,
21 Aug 09:22,Regime shifted to DIRECTIONAL,
21 Aug 09:22,Closed VOLATILE (buy Straddle) due to Smart Exit (Regime Shift),90.99999999999807
21 Aug 09:32,Entered DIRECTIONAL (buy PE) - Capital Used: ₹91643.50,
21 Aug 09:33,Trailing Stop raised to 19.84% (High PnL: 0.16%),
21 Aug 09:34,Regime shifted to SIDEWAYS,
21 Aug 09:34,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),3139.5000000000023
21 Aug 09:44,Regime shifted to DIRECTIONAL,
21 Aug 09:44,Entered DIRECTIONAL (buy PE) - Capital Used: ₹95686.50,
21 Aug 09:45,Trailing Stop raised to 20.00% (High PnL: 0.00%),
21 Aug 09:46,Trailing Stop raised to 17.86% (High PnL: 2.14%),
21 Aug 10:08,Regime shifted to SIDEWAYS,
21 Aug 10:08,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),2798.2500000000155
21 Aug 10:31,Regime shifted to DIRECTIONAL,
21 Aug 10:31,Entered DIRECTIONAL (buy PE) - Capital Used: ₹97578.00,
21 Aug 10:32,Trailing Stop raised to 18.40% (High PnL: 1.60%),
21 Aug 10:35,Trailing Stop raised to 16.56% (High PnL: 3.44%),
21 Aug 10:39,Regime shifted to SIDEWAYS,
21 Aug 10:39,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),3354.000000000009
21 Aug 10:42,Regime shifted to DIRECTIONAL,
21 Aug 10:42,Entered DIRECTIONAL (buy PE) - Capital Used: ₹100750.00,
21 Aug 10:43,Trailing Stop raised to 19.60% (High PnL: 0.40%),
21 Aug 10:47,Trailing Stop raised to 17.82% (High PnL: 2.18%),
21 Aug 11:04,Regime shifted to SIDEWAYS,
21 Aug 11:04,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),-3899.9999999999977
21 Aug 12:04,Regime shifted to DIRECTIONAL,
21 Aug 12:04,Entered DIRECTIONAL (buy PE) - Capital Used: ₹97100.25,
21 Aug 12:05,Trailing Stop raised to 20.00% (High PnL: 0.00%),
21 Aug 12:06,Trailing Stop raised to 19.31% (High PnL: 0.69%),
21 Aug 12:07,Trailing Stop raised to 17.84% (High PnL: 2.16%),
21 Aug 12:08,Trailing Stop raised to 17.54% (High PnL: 2.46%),
21 Aug 12:09,Trailing Stop raised to 16.77% (High PnL: 3.23%),
21 Aug 12:14,Trailing Stop raised to 13.76% (High PnL: 6.24%),
21 Aug 12:16,Trailing Stop raised to 12.46% (High PnL: 7.54%),
21 Aug 12:25,Regime shifted to SIDEWAYS,
21 Aug 12:25,Closed DIRECTIONAL (buy PE) due to Smart Exit (Regime Shift),-74.74999999999575
21 Aug 13:07,Regime shifted to DIRECTIONAL,
